after,complaint
ganti kartu kredit hilang makan ,1.0
potong biaya tagih kartu kredit ,1.0
benefit sesuai kartu kredit ,1.0
notifikasi jatuh tempo bayar kartu kredit ,1.0
proses aju kartu kredit ,1.0
sulit approval naik limit ,1.0
hubung tawar promo kartu kredit ,1.0
limit kartu kredit turun alas ,1.0
sulit cashback guna kartu kredit ,1.0
kena biaya lambat bayar ,1.0
cs selesai kait tagih kartu kredit ,1.0
program reward tarik kartu kredit ,1.0
tipu program promo kartu kredit ,1.0
informasi hitung bunga kartu kredit ,1.0
sulit approval kartu kredit tambah ,1.0
proses tutup kartu kredit belit ,1.0
biaya tahun kartu kredit pemberitahuan ,1.0
transaksi kartu kredit ,1.0
tagih kartu kredit lambat ,1.0
solusi aju kartu kredit ,1.0
kena biaya tambah pakai kartu kredit ,1.0
aju kartu kredit rumit bingung ,1.0
jelas potong biaya tagih kartu kredit ,1.0
proses ganti kartu kredit rusak ,1.0
aju kartu kredit online gagal ,1.0
layan milik kartu kredit ,1.0
kompensasi lambat proses bayar ,1.0
sulit hubung cs kait masalah kartu kredit ,1.0
cs saran cabang kartu kredit ,1.0
informasi guna poin reward ,1.0
sulit refund transaksi gagal kartu kredit ,1.0
proses ganti kartu kredit ribet ,1.0
tipu tawar promo kartu kredit ,1.0
limit kartu kredit pakai ,1.0
notifikasi kartu kredit blokir ,1.0
bunga lambat bayar kartu kredit ,1.0
naik limit kartu kredit tolak ,1.0
sulit transaksi online kartu kredit ,1.0
biaya admin kartu kredit ,1.0
proses aju kartu kredit ,1.0
jelas naik bunga kartu kredit ,1.0
kena biaya tambah telat bayar ,1.0
abai hubung cs kait kartu kredit ,1.0
proses batal kartu kredit rumit ,1.0
cashback sesuai janji promo kartu kredit ,1.0
notifikasi jatuh tempo bayar kartu kredit ,1.0
beban biaya tahun kartu kredit ,1.0
proses ganti kartu kredit hilang lambat ,1.0
informasi reward poin kartu kredit ,1.0
limit kartu kredit rendah ,1.0
sulit bayar kartu kredit online ,1.0
solusi hadap kartu kredit ,1.0
kena biaya lambat bayar ,1.0
biaya kartu kredit sesuai benefit ,1.0
proses approval naik limit kartu kredit ,1.0
hubung promo kartu kredit baru ,1.0
sulit transaksi internasional kartu kredit ,1.0
tipu tawar cashback kartu kredit ,1.0
proses batal kartu kredit belit ,1.0
bunga kartu kredit ,1.0
solusi cs kait kartu kredit ,1.0
sulit hubung cs lambat bayar ,1.0
proses aju kartu kredit online gagal ,1.0
biaya lambat kartu kredit masuk akal ,1.0
limit kartu kredit turun alas ,1.0
proses ganti kartu kredit rusak ,1.0
jelas potong biaya tagih kartu kredit ,1.0
cs suruh cabang kartu kredit ,1.0
sulit approval kartu kredit tambah ,1.0
solusi cs kartu kredit ,1.0
proses naik limit kartu kredit ,1.0
sulit cashback guna kartu kredit ,1.0
pemberitahuan promo kartu kredit ,1.0
untung program reward kartu kredit ,1.0
min viral nasabah bca hilang duit gmn min,1.0
mampir kesini karna isi fyp ku hilang duit atm bca,1.0
bca gak aman ah suka ilang,1.0
bca bnyk yg viral uang bca hilang,1.0
tanggap bank bca uang nasabah hilang  ,1.0
ksini gara fyp uang puluh juta raib,1.0
bca gimana nih korbannnn ,1.0
takut pake bcaa,1.0
jd was was nih pke bca,1.0
duh gw cstmr bca setia banget nih zaman gw kuliah  gw tau bca bagus  waswas gw yg viral uang ilang,1.0
gimana nih bca uang nasabah hilang   gag pertanggung-jawaban bca,1.0
kak atm banking beku karna yg lapor no rek tipu minggu g transaksi gimna y urusny,1.0
gimana nih bca tanggung jwbnya,1.0
buka rek bca tabung  krn rekening utk gaji habis  eh fyp  ga      ,1.0
ka tolong klarifikasi yg hilang duit puluh juta karna mbanking  gimana ya  ikut panik,1.0
viral duit ludes gmn min ,1.0
daftar bca gajadi  takut uang ilang,1.0
tabung bca w was was cuk,1.0
tolong  yg duit hilang  was was ni,1.0
mas ijo ijo opo seng duwowo,0.0
duh jdi waswas nih simpen tabung d bca  hilang keprcayaan,1.0
bca resah,1.0
eh bener banget  gw kena  gw transaksi kirim bank  rek gw  sesuai limit gw via mbanking  rek gw udah tarik ,1.0
min  tolong tingkat aman  was pake bca ,1.0
bca gk aman nih gimana min,1.0
tolong bgt bank bca yg hormat  bank cinta org  tingkat keamananya tingkat lg ,1.0
niat bikin rekening bca ragu ama uang hilang,1.0
hai min  tolong solusi yg viral min,1.0
tanggung woi,1.0
bca bca  awas aja bank lalai kek gin,1.0
kak uang hilang pakai mbanking  takut nih,1.0
bca ga aman  ,1.0
bkin tabung bca dr kmaren  gajadi deh  takut uang raibbb,1.0
turut bank rentan kena problem sih,0.0
dengerin tu korban uang ilang  bantu tanggung jwb,1.0
gara fyp uang hilang bca jd takut buka rek dsni,1.0
yaa ga dah pake bca yg ilang duit nya,1.0
min guna bca uang tbtb hilang  sy was was,1.0
yg viral  bca  was was nih,1.0
bca aman     ,1.0
lagu nya keren,0.0
gmn min mohon jelas yg lgi viral biar nasabah canggung simpan uang bank bca,1.0
bank bca resah,1.0
halo admin bca semalem tf virtual account saldo potong ngga bukti tf yah mobile banking ,1.0
isi fyp rata hilang uang bca gmn  pdhl nabung bca anggap aman  berita khawatir,1.0
bongkar yg nilep uang woiiiii,1.0
bca lg knp  bnyk uang nasabah hilang  rampok onlen    ,1.0
bca resah   bener ga sihg berita pikir,1.0
halo min  maaf  atas kartu blokir m-banking ,0.0
tolong dibls yg nanya min  yg pakai atm bca banking cemas,1.0
duit ilang,1.0
duh gw nasabah bca lg sma suami  jd ga tenang ngrasa g aman aja gt,1.0
min mampir karna fyp ku yg hilang uang nya bca gimana nih,1.0
binggung gue percaya ama bank,0.0
benerin woy sistem nya worry nih,1.0
bca viral uang nasabah hilang  yg smpe gak krjelasan nunggu dri  duhh jdi takutt pdhal dri dlu pke bca,1.0
kak  sy tuker uang  udh kasih tau cs nya  tuker uang  eh kasih yg jelek  sy udh nunggu jam ,1.0
kwatir nabung,1.0
keren lagu romnya ganteng wawau,0.0
thr,0.0
ngga takut hilang ,0.0
heemm,0.0
mantap,0.0
kya iwan fals,0.0
okeh,0.0
hi,0.0
dpng niay br i litso rpfao,0.0
kerrren,0.0
sllu top,0.0
rem raja ,0.0
keren,0.0
mantap bang iwan,0.0
pake bca  yg viral uang nasabah yg hilang takut pake alhasil uang pindah bank,0.0
min  mo nanya  kalo nukar duit bca orang dibatesin brpa ratus yak  ngasih thr ponakan  min,0.0
tpi bca udh mati,0.0
ayo om  sngat  jozz,0.0
min ribu,0.0
kalo bcasemuaberes gimana kak ,0.0
dapet undang email bca magang make laptop ya kak wajib web cam yg kacamata galolos ,0.0
kak klo nabung bca motor gak,0.0
kak uda ga aktif rekening bca nya notif masuk whatsapp akum resmi bca kartu debet hangus,0.0
aplikasi crash kali transfer ,1.0
tampil aplikasi user-friendly ,1.0
gagal login password ,1.0
fitur scan qr error ,1.0
notifikasi lambat masuk aplikasi ,1.0
aplikasi support ponsel ,1.0
logout otomatis alas ,1.0
butuh muat halaman utama ,1.0
fitur fingerprint perangkat ,1.0
update versi baru ,1.0
aplikasi freeze ,1.0
bug aplikasi ,1.0
tombol back aplikasi fungsi ,1.0
cek saldo ,1.0
aplikasi update minggu ,1.0
lambat cek transaksi ,1.0
aplikasi berat lag ponsel ,1.0
terkadang masuk halaman bayar ,1.0
sulit akses fitur-fitur aplikasi ,1.0
loading aplikasi ,1.0
aplikasi force close kali transfer ,1.0
aplikasi butuh baik ,1.0
dark mode aplikasi  mata cepat lelah ,1.0
proses otentikasi aplikasi lambat ,1.0
error hubung internet ,1.0
login update baru ,1.0
transaksi pending jam sibuk ,1.0
aplikasi suka hang notifikasi masuk ,1.0
popup ganggu ,1.0
fitur cari aplikasi fungsi ,1.0
aplikasi rumit ,1.0
ui aplikasi bingung konsisten ,1.0
gagal ubah limit kartu kredit aplikasi ,1.0
aplikasi pilih bahasa inggris ,1.0
aplikasi makan baterai ,1.0
fitur ganti tema aplikasi ,1.0
proses verifikasi aplikasi lambat ,1.0
fitur atur sembunyi sulit temu ,1.0
aplikasi deteksi lokasi salah ,1.0
aplikasi jaring g ,1.0
susah aktif fitur notifikasi transaksi ,1.0
maintenance aplikasi ,1.0
verifikasi ulang kali login ganggu ,1.0
tombol aplikasi respons ,1.0
proses top-up e-wallet lambat ,1.0
aplikasi habis data internet ,1.0
bayar tagih listrik aplikasi ,1.0
fitur split bill error ,1.0
sulit temu menu atur aman aplikasi ,1.0
tampil update baru bingung ,1.0
aplikasi henti transaksi ,1.0
sulit pulih sandi aplikasi ,1.0
proses verifikasi wajah gagal aplikasi ,1.0
update aplikasi fitur hilang ,1.0
hubung rekening aplikasi ,1.0
aplikasi butuh izin ,1.0
fitur blokir kartu debit ,1.0
aplikasi logout bayar ,1.0
delay transfer ,1.0
proses aktivasi layan bingung ,1.0
aplikasi deteksi lokasi salah ,1.0
transaksi negeri aplikasi ,1.0
tombol transfer lambat respons ,1.0
aplikasi notifikasi transfer ,1.0
gagal hubung aplikasi perangkat wearable ,1.0
kartu aplikasi ,1.0
tampil antarmuka aplikasi tinggal zaman ,1.0
alami error bayar qris ,1.0
aplikasi opsi simpan favorit transaksi ,1.0
sulit temu riwayat transaksi aplikasi ,1.0
kali update  aplikasi lambat ,1.0
sinkronisasi e-wallet ,1.0
fitur ingat bayar tagih ,1.0
aplikasi otentikasi ulang alas ,1.0
fitur live chat aplikasi lambat respons ,1.0
ganti pin aplikasi ,1.0
proses ganti nomor telepon repot aplikasi ,1.0
aplikasi freeze akses halaman promo ,1.0
ubah alamat aplikasi ,1.0
proses daftar rekening aplikasi ,1.0
aplikasi dukung bayar cicil ,1.0
gagal tutup kartu debit aplikasi ,1.0
fitur limit transaksi hari ,1.0
aplikasi blokir akses alas ,1.0
verifikasi ulang aplikasi ,1.0
detail transaksi kartu kredit aplikasi ,1.0
aplikasi crash koneksi internet stabil ,1.0
fitur otomatis bayar tagih bulan ,1.0
ubah setor bulan aplikasi ,1.0
login malam ,1.0
proses aju pinjam aplikasi gagal ,1.0
aplikasi muat ulang pemberitahuan ,1.0
layan lambat cabang ,1.0
antri bank ,1.0
aju kartu kredit tolak alas ,1.0
transfer bank ,1.0
pemberitahuan ganggu sistem ,1.0
limit transfer hari rendah ,1.0
ganti kartu atm butuh minggu ,1.0
tugas bank ramah bantu ,1.0
bunga kredit ,1.0
sulit informasi kait produk bank ,1.0
informasi biaya admin ,1.0
layan kena biaya tambah ,1.0
layan customer service cabang ,1.0
bayar virtual account error ,1.0
layan buruk cabang x ,1.0
sulit daftar layan mobile banking ,1.0
teknis transfer internasional ,1.0
proses klaim asuransi belit ,1.0
pandu produk bank ,1.0
tipu promo tawar ,1.0
cs cabang  selesai online ,1.0
proses buka rekening ,1.0
biaya administrasi ubah pemberitahuan ,1.0
notifikasi ubah sistem ,1.0
aju pinjam tunda alas ,1.0
proses aktif kartu kredit ,1.0
solusi muas customer service ,1.0
layan libur batas ,1.0
jelas fitur bank ,1.0
proses verifikasi data makan ,1.0
tunggu cetak buku tabung ,1.0
nomor hotline hubung ,1.0
layan cabang antri ,1.0
harga langgan setia bank ,1.0
sulit hubung cs jam kerja ,1.0
layan bantu nasabah daerah pencil ,1.0
cs solusi pada ,1.0
proses klaim garansi kartu bingung ,1.0
cabang informasi sederhana ,1.0
approval pinjam ,1.0
proses refund bingung ,1.0
customer service prosedur ,1.0
syarat aju kartu kredit ketat ,1.0
miskomunikasi cs uang ,1.0
layan call center kecewa ,1.0
proses klaim asuransi rumit ,1.0
kembali dana sesuai janji ,1.0
hubung keluh ,1.0
jelas syarat produk pinjam ,1.0
proses tutup rekening rumit ,1.0
layan cabang konsisten ,1.0
cs tahu produk bank ,1.0
solusi konkret hadap ,1.0
bayar tagih lambat proses ,1.0
antri bank ,1.0
proses blokir kartu kredit rumit ,1.0
customer service informasi ,1.0
sulit refund transaksi gagal ,1.0
proses verifikasi identitas cabang lambat ,1.0
cs alternatif solusi sistem down ,1.0
kirim kartu kredit makan ,1.0
prioritas langgan ,1.0
teknis transfer ,1.0
cs langsung selesai transfer ,1.0
bantu saldo hilang misterius ,1.0
proses reset pin ribet ,1.0
jelas potong biaya rekening ,1.0
limit kartu kredit potong pemberitahuan ,1.0
aju tambah limit kartu kredit tolak alas ,1.0
proses ganti kartu debit makan ,1.0
bunga tabung rendah ,1.0
layan nasabah vip ,1.0
biaya admin ubah ,1.0
kompensasi ganggu layan ,1.0
aju pinjam sulit ,1.0
customer service tanggap keluh nasabah ,1.0
sulit customer service ,1.0
proses buka rekening bisnis ,1.0
nomor hotline hubung darurat ,1.0
antri teller ,1.0
proses pulih rekening ,1.0
syarat buka rekening rumit ,1.0
sulit informasi promo diskon baru bank ,1.0
proses klaim hadiah ribet ,1.0
pemberitahuan ubah suku bunga kredit ,1.0
layan cabang profesional ,1.0
abai cabang bank ,1.0
sulit tutup rekening ,1.0
dukung pada customer service jam kerja ,1.0
salah cetak buku tabung ,1.0
limit transfer hari ,1.0
proses reset password cabang bingung ,1.0
aju kartu kredit tolak ,1.0
bunga kartu kredit masuk akal ,1.0
tipu biaya sembunyi kartu kredit ,1.0
limit kartu kredit langgan ,1.0
pemberitahuan kartu kredit blokir ,1.0
biaya tahun kartu kredit ,1.0
sulit informasi detail program reward kartu kredit ,1.0
bayar tagih kartu kredit lambat proses ,1.0
bunga lambat bayar kartu kredit ,1.0
sulit hubung cs kait kartu kredit ,1.0
program poin kartu kredit bingung ,1.0
tambah limit kartu kredit rumit ,1.0
tutup kartu kredit lunas tagih ,1.0
ganti kartu kredit hilang makan ,1.0
potong biaya tagih kartu kredit ,1.0
benefit sesuai kartu kredit ,1.0
notifikasi jatuh tempo bayar kartu kredit ,1.0
proses aju kartu kredit ,1.0
sulit approval naik limit ,1.0
hubung tawar promo kartu kredit ,1.0
limit kartu kredit turun alas ,1.0
sulit cashback guna kartu kredit ,1.0
kena biaya lambat bayar ,1.0
cs selesai kait tagih kartu kredit ,1.0
program reward tarik kartu kredit ,1.0
tipu program promo kartu kredit ,1.0
informasi hitung bunga kartu kredit ,1.0
sulit approval kartu kredit tambah ,1.0
proses tutup kartu kredit belit ,1.0
biaya tahun kartu kredit pemberitahuan ,1.0
transaksi kartu kredit ,1.0
tagih kartu kredit lambat ,1.0
solusi aju kartu kredit ,1.0
kena biaya tambah pakai kartu kredit ,1.0
aju kartu kredit rumit bingung ,1.0
jelas potong biaya tagih kartu kredit ,1.0
proses ganti kartu kredit rusak ,1.0
aju kartu kredit online gagal ,1.0
layan milik kartu kredit ,1.0
kompensasi lambat proses bayar ,1.0
sulit hubung cs kait masalah kartu kredit ,1.0
cs saran cabang kartu kredit ,1.0
informasi guna poin reward ,1.0
sulit refund transaksi gagal kartu kredit ,1.0
proses ganti kartu kredit ribet ,1.0
tipu tawar promo kartu kredit ,1.0
limit kartu kredit pakai ,1.0
notifikasi kartu kredit blokir ,1.0
bunga lambat bayar kartu kredit ,1.0
naik limit kartu kredit tolak ,1.0
sulit transaksi online kartu kredit ,1.0
biaya admin kartu kredit ,1.0
proses aju kartu kredit ,1.0
jelas naik bunga kartu kredit ,1.0
kena biaya tambah telat bayar ,1.0
abai hubung cs kait kartu kredit ,1.0
proses batal kartu kredit rumit ,1.0
cashback sesuai janji promo kartu kredit ,1.0
notifikasi jatuh tempo bayar kartu kredit ,1.0
beban biaya tahun kartu kredit ,1.0
proses ganti kartu kredit hilang lambat ,1.0
informasi reward poin kartu kredit ,1.0
limit kartu kredit rendah ,1.0
sulit bayar kartu kredit online ,1.0
solusi hadap kartu kredit ,1.0
kena biaya lambat bayar ,1.0
biaya kartu kredit sesuai benefit ,1.0
proses approval naik limit kartu kredit ,1.0
hubung promo kartu kredit baru ,1.0
sulit transaksi internasional kartu kredit ,1.0
tipu tawar cashback kartu kredit ,1.0
proses batal kartu kredit belit ,1.0
bunga kartu kredit ,1.0
solusi cs kait kartu kredit ,1.0
sulit hubung cs lambat bayar ,1.0
proses aju kartu kredit online gagal ,1.0
biaya lambat kartu kredit masuk akal ,1.0
limit kartu kredit turun alas ,1.0
proses ganti kartu kredit rusak ,1.0
jelas potong biaya tagih kartu kredit ,1.0
cs suruh cabang kartu kredit ,1.0
sulit approval kartu kredit tambah ,1.0
solusi cs kartu kredit ,1.0
proses naik limit kartu kredit ,1.0
sulit cashback guna kartu kredit ,1.0
pemberitahuan promo kartu kredit ,1.0
untung program reward kartu kredit ,1.0
